ID,Work Item Type,Title,State,Tags,Description,Acceptance Criteria,Closed Date
"18612","User Story","/livestock/carcass/carcass - Output Data API","Closed",,"<div><span>Most likely 3 endpoints (and possibly additional OGC ones if it is geospatial data)<br></span><div><br> </div><div>Need to determine if there are any optional query string filters to be applied for the specific resource type<br> </div><div>i.e. for crop/work-record <span style=""background-color:rgb(255, 255, 0);"">(REPLACE THIS WITH YOUR RESOURCE TYPE)</span><br> </div><div><br> </div> </div><blockquote style=""margin:0 0 0 40px;border:none;""><div><div>/data/holdings/{holdingId}/crops/work-records (work records <b>for a holding</b>) </div> </div><div><div>/data/holdings/{holdingId}/crops/work-records/{workRecordId} (<b>specific</b> work record) </div> </div><div><div>/data/crops/work-records (<b>all</b> work records &quot;I&quot; have access to regardless of holding) </div> </div></blockquote><div><div><br> </div><div><ol><li>Add BaseResourceType in mediatr </li><ol style=""list-style:lower-alpha;""><li>Dapper Query that queries the view </li><li>Model that represents the raw query </li> </ol><li>Add Mediatr queries for each endpoint </li><li>Add controller methods </li><li>Add comments to output objects / methods for swagger </li><li>Add example values for swagger </li> </ol><div><span style=""background-color:rgb(128, 255, 255);"">Note:&nbsp; The Full sample JSON data file does not include every field from the embedded&nbsp;</span><span style=""display:inline !important;background-color:rgb(128, 255, 255);"">icarProcessingLotType.&nbsp; The full sample data file for&nbsp;</span><span style=""display:inline !important;""><span style=""display:inline !important;background-color:rgb(128, 255, 255);"">icarProcessingLotType is provided in the sample data file for the&nbsp;</span><span style=""display:inline !important;""><span style=""display:inline !important;background-color:rgb(128, 255, 255);"">resource icarProcessingLotResource.</span></span></span> </div><div><span style=""background-color:rgb(128, 255, 255);"">The resource icarProcessingLotResource extends&nbsp;</span><span style=""display:inline !important;background-color:rgb(128, 255, 255);"">icarProcessingLotType.</span> </div> </div><div><br> </div><div>Notes: <br> </div><div>Use the MoA.Platform.Schema nuget package for the output models<br> </div><span>Use the MoA.Platform.Persistance nuget package for enum mapping for the dapper query</span><br> </div><div><span><br></span> </div><div><span><div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><b style=""box-sizing:border-box;"">Queries for Carcass:</b> </div><div style=""box-sizing:border-box;"">Query parameters will be: </div><div style=""box-sizing:border-box;""><ul style=""box-sizing:border-box;padding:0px 0px 0px 40px;""><li style=""box-sizing:border-box;"">animal (id and scheme) </li><li style=""box-sizing:border-box;"">killDate range (from and to) </li><li style=""box-sizing:border-box;"">species </li> </ul> </div> </div><div style=""box-sizing:border-box;""><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;color:rgba(0, 0, 0, 0.9);display:inline !important;"">Any combination of the above - for instance, you might get all data for an animal, or all records and animals killed on a date or dates.</span> </div> </div><br></span> </div>","<div><ul><li><span>Endpoints added</span> </li><li>Output object matches the JSON Schema for the resource type </li><li>Permissions are applied correctly </li><li><span>Swagger is fully documented (comments on fields and methods)</span> </li> </ul> </div>","10/2/2025 12:29:13 PM"
"18613","User Story","/livestock/carcass/carcass - Real Change Detection","Closed",,"<div><span>This involves inspecting the primary datastore (or eventually the event stream) and determining whether the incoming data represents a change of state of the overall system or not. It must check field by field for equivalence (that the new data being written would not cause a change) - this is not quite the same as checking that it exactly matches.<br></span> </div><div><div><br> </div><div>Repository: <a href=""https://github.com/Pure-Farming/moa-platform-data-processing"">moa-platform-data-processing</a><br> </div><span>File: /resource_types/<span style=""display:inline !important;"">carcass</span>/lambdas/ChangeDetection/main.py</span><br> </div>","<div><ul><li><span>If an object exists in the pds, and it isn't a change, it is not loaded onto the data-writer queue</span> </li><li>If an object exists in the pds, and it IS a change, it is loaded onto the data-writer queue </li><li><span>If an object does not exist in the pds, it is loaded onto the data-writer queue</span> </li> </ul> </div>","10/2/2025 12:29:13 PM"
"18614","User Story","/livestock/carcass/carcass - Documentation in Devhub","Closed",,"<div><span>Repo: <a href=""https://github.com/Pure-Farming/Documentation"">https://github.com/Pure-Farming/Documentation</a>&nbsp;<br></span><div><br> </div><div>API documentation of the output data api is in devhub. This involves:<br> </div><div><ol><li>Creating a markdown file in the Documentation repo </li><ol style=""list-style:lower-alpha;""><li>Header<br>The metadata of the page (title, menu_order, post_status, post_excerpt, taxonomy). See one of the other pages as an example </li><li>Introduction<br>The Resource Type Name with a list of sections in the document (URLs, Response Structure) </li><li>URLs<br>The available URLs to do with this resource type </li><li>Response Structure<br>The response objects, with a description of the different fields </li> </ol> </ol> </div><div><br> </div><span>This markdown file is interpreted and displayed using Redoc - <a href=""https://redocly.com/docs/"">https://redocly.com/docs/</a></span><br> </div><div><br> </div><div>Example / basic skeleton: </div><pre><code><div><pre style="""">---

title: Work Record
menu_order: 1
post_status: publish
post_excerpt: Crops - Work Record
taxonomy:
    category:
        - api
        - data
    post_tag:
        - api

---

# Resource Type: Crops – Work Record

- [URLs](#urls)
- [Response Structure](#response-structure)

## URLs

Get all work records that you have access to.

```
GET /data/crops/work-records
```

Get an individual work record, regardless of its holding</pre><pre style="""">---

## Response Structure

A call to the Work Record endpoints returns the following fields:

```json
{
    &quot;id&quot;: &quot;string&quot;,
    &quot;loggedOperations&quot;:[ … ]
}
```

| Response Item | Description | Data Type |
| ------------- | ----------- | --------- |
| **Id** |The Pure Farming Id of this Work Record |UUID |
| **Logged Operations** | Array of the operations completed in this work record | Array of [Operations](/resource-types/crops/work-record.md#operations)</pre><pre style="""">---

## Operations

This represents an individual operation within the work record

```json
{
    &quot;id&quot;: &quot;string&quot;,
    &quot;operationName&quot;:&quot;string&quot;
}
```

| Response Item | Description | Data Type |
| ------------- | ----------- | --------- |
| **Id** |The Pure Farming Id of this Operation Record |UUID |
| **Operation Name** | Name of the field operation | String
</pre></div><div><br></div></code></pre><div><div><ol> </ol> </div> </div>","<ul><li><span>Documentation is on DevHub</span> </li><li>Documentation has been reviewed by the team for clarity &amp; accuracy </li><li>Fields are well documented (comments are clear/accurate) </li><li>API methods are well documented (comments are clear/accurate) </li><li><span>No clear visual errors on DevHub</span> </li> </ul>","10/2/2025 12:29:13 PM"
"18626","User Story","/livestock/carcass/carcass-observations-event - Real Change Detection","Closed",,"<div><span>This involves inspecting the primary datastore (or eventually the event stream) and determining whether the incoming data represents a change of state of the overall system or not. It must check field by field for equivalence (that the new data being written would not cause a change) - this is not quite the same as checking that it exactly matches.<br></span><div><br> </div><div>Repository: <a href=""https://github.com/Pure-Farming/moa-platform-data-processing"">moa-platform-data-processing</a><br> </div><span>File: /resource_types/livestock/carcass-observations-event-resource/lambdas/ChangeDetection/main.py</span><br> </div>","<div><ul><li><span>If an object exists in the pds, and it isn't a change, it is not loaded onto the data-writer queue</span> </li><li>If an object exists in the pds, and it IS a change, it is loaded onto the data-writer queue </li><li><span>If an object does not exist in the pds, it is loaded onto the data-writer queue</span> </li> </ul> </div>","10/2/2025 12:29:13 PM"
"19814","Task","Database Permissioned View","Closed",,,,"10/2/2025 12:29:13 PM"
"19815","Task","Database Table Creation","Closed",,,,"10/2/2025 12:29:13 PM"
"19816","Task","Database Schema Design","Closed",,,,"10/2/2025 12:29:13 PM"
"19817","User Story","/livestock/carcass/processing-lot - Database Schema & Permissioned View","Closed",,"<div><span></span> </div>processing-lot: <b><a href=""https://github.com/Pure-Farming/moa-platform-documentation/blob/main/standardisation_schemas/livestock/carcass/processing-lot-resource.json"">https://github.com/Pure-Farming/moa-platform-documentation/blob/main/standardisation_schemas/livestock/carcass/processing-lot-resource.json</a></b><br><div>Take the JSON Schema and create a database schema that will store the data efficiently. Create a view on the database, with the permissions applied, so a user can only see data for holdings they are permitted to access.<br> </div><div><br> </div><div>Repo: <br> </div><div><ul><li><a href=""https://github.com/Pure-Farming/moa-platform-primary-datastore"">https://github.com/Pure-Farming/moa-platform-primary-datastore</a>&nbsp; </li> </ul> </div><div><br> </div><div>Database Schema Steps:<br> </div><div><ol><li>Create a visual representation of the database tables based on the schema<br>Recommendation: Use https://dbdiagram.io/home </li><li>Create a new migration in the PDS based on the database diagram<br>Recommendation: Create a SQL file, use the diagram code from above and tweak it, create a new EF migration </li><li>Ensure you update the database models and add any enum fields (see README in moa-platform-primary-datastore project) </li> </ol> </div><div><br> </div><div>Database View Steps:<br> </div><div><ol><li>Add a migration (see README in PDS repo) </li><li>Create a SQL file in MoA.Platform.Persistance &gt; Sql<br>Note: Ensure the file is an embedded resource </li><li>Run the file in the migration by </li><ol style=""list-style:lower-alpha;""><li>Making the migration inherit from &quot;SqlMigration&quot; instead of &quot;Migration&quot; </li><li>Running the script by using &quot;EmbeddedResource(NAMESPACE_OF_FILE, migrationBuilder)&quot; </li> </ol><li>Create a view that joins all the resource type tables together, then applies permissions for the user </li><ol style=""list-style:lower-alpha;""><li>Include table prefix on all columns returned (e.g. the 'cwr' in 'cwr_id' for Crop Work Record ID) </li><li>Ensure user permissions are passed in by joining to the permissions.my_holding_access view (see other resource type views) </li><li>The view created should be called &quot;your_resource_type&quot; and should be created in the &quot;resource_type&quot; schema </li> </ol><li>Scaffold the database objects (see README) </li><li><span>Add in any enums / enum columns (see README)</span> </li> </ol> </div><div><br> </div>","<span style="""">Database Schema:</span><br><ul><li><span style="""">Migration exists that creates the tables in the primary datastore</span> </li><li><span style="""">References between tables are done using bigserial/bigint not uuid<br></span>(Note: refencing entities should be done using uuid) </li><li><span style="""">EF Models are updated</span> </li><li><span style="""">Enums / enum columns have been manually added as per README</span> </li><li><span style="""">Migration runs</span> </li> </ul><span style="""">Database View:</span><div><span style=""""></span><ul><li><span style="""">Migration runs without error</span> </li><li>All columns prefixed with table short code (e.g. cwr_) </li><li>User permissions applies </li> </ul><br><ul> </ul> </div>","10/2/2025 12:29:13 PM"
"19818","User Story","/livestock/carcass/processing-lot - Documentation in Devhub","Closed",,"<div><span>Repo: <a href=""https://github.com/Pure-Farming/Documentation"">https://github.com/Pure-Farming/Documentation</a>&nbsp;<br></span><div><br> </div><div>API documentation of the output data api is in devhub. This involves:<br> </div><div><ol><li>Creating a markdown file in the Documentation repo </li><ol style=""list-style:lower-alpha;""><li>Header<br>The metadata of the page (title, menu_order, post_status, post_excerpt, taxonomy). See one of the other pages as an example </li><li>Introduction<br>The Resource Type Name with a list of sections in the document (URLs, Response Structure) </li><li>URLs<br>The available URLs to do with this resource type </li><li>Response Structure<br>The response objects, with a description of the different fields </li> </ol> </ol> </div><div><br> </div><span>This markdown file is interpreted and displayed using Redoc - <a href=""https://redocly.com/docs/"">https://redocly.com/docs/</a></span><br> </div><div><br> </div><div>Example / basic skeleton: </div><pre><code><div><pre style="""">---

title: Work Record
menu_order: 1
post_status: publish
post_excerpt: Crops - Work Record
taxonomy:
    category:
        - api
        - data
    post_tag:
        - api

---

# Resource Type: Crops – Work Record

- [URLs](#urls)
- [Response Structure](#response-structure)

## URLs

Get all work records that you have access to.

```
GET /data/crops/work-records
```

Get an individual work record, regardless of its holding</pre><pre style="""">---

## Response Structure

A call to the Work Record endpoints returns the following fields:

```json
{
    &quot;id&quot;: &quot;string&quot;,
    &quot;loggedOperations&quot;:[ … ]
}
```

| Response Item | Description | Data Type |
| ------------- | ----------- | --------- |
| **Id** |The Pure Farming Id of this Work Record |UUID |
| **Logged Operations** | Array of the operations completed in this work record | Array of [Operations](/resource-types/crops/work-record.md#operations)</pre><pre style="""">---

## Operations

This represents an individual operation within the work record

```json
{
    &quot;id&quot;: &quot;string&quot;,
    &quot;operationName&quot;:&quot;string&quot;
}
```

| Response Item | Description | Data Type |
| ------------- | ----------- | --------- |
| **Id** |The Pure Farming Id of this Operation Record |UUID |
| **Operation Name** | Name of the field operation | String
</pre></div><div><br></div></code></pre><div><div><ol> </ol> </div> </div>","<ul><li><span>Documentation is on DevHub</span> </li><li>Documentation has been reviewed by the team for clarity &amp; accuracy </li><li>Fields are well documented (comments are clear/accurate) </li><li>API methods are well documented (comments are clear/accurate) </li><li><span>No clear visual errors on DevHub</span> </li> </ul>","10/2/2025 12:29:13 PM"
"19820","User Story","/livestock/carcass/processing-lot - Output Data API","Closed",,"<div><span>Most likely 3 endpoints (and possibly additional OGC ones if it is geospatial data)<br></span><div><br> </div><div>Need to determine if there are any optional query string filters to be applied for the specific resource type<br> </div><div>i.e. for crop/work-record <span style=""background-color:rgb(255, 255, 0);"">(REPLACE THIS WITH YOUR RESOURCE TYPE)</span><br> </div><div><br> </div> </div><blockquote style=""margin:0 0 0 40px;border:none;padding:0px;""><div><div>/data/holdings/{holdingId}/crops/work-records (work records <b>for a holding</b>) </div> </div><div><div>/data/holdings/{holdingId}/crops/work-records/{workRecordId} (<b>specific</b> work record) </div> </div><div><div>/data/crops/work-records (<b>all</b> work records &quot;I&quot; have access to regardless of holding) </div> </div></blockquote><div><div><br> </div><div><ol><li>Add BaseResourceType in mediatr </li><ol style=""list-style:lower-alpha;""><li>Dapper Query that queries the view </li><li>Model that represents the raw query </li> </ol><li>Add Mediatr queries for each endpoint </li><li>Add controller methods </li><li>Add comments to output objects / methods for swagger </li><li>Add example values for swagger </li> </ol> </div><div><br> </div><div>Notes: <br> </div><div>Use the MoA.Platform.Schema nuget package for the output models<br> </div><span>Use the MoA.Platform.Persistance nuget package for enum mapping for the dapper query</span><br> </div>","<div><ul><li><span>Endpoints added</span> </li><li>Output object matches the JSON Schema for the resource type </li><li>Permissions are applied correctly </li><li><span>Swagger is fully documented (comments on fields and methods)</span> </li> </ul> </div>","10/2/2025 12:29:13 PM"
"19821","User Story","/livestock/carcass/processing-lot - Real Change Detection","Closed",,"<div><span>This involves inspecting the primary datastore (or eventually the event stream) and determining whether the incoming data represents a change of state of the overall system or not. It must check field by field for equivalence (that the new data being written would not cause a change) - this is not quite the same as checking that it exactly matches.<br></span><div><br> </div><div>Repository: <a href=""https://github.com/Pure-Farming/moa-platform-data-processing"">moa-platform-data-processing</a><br> </div><span>File: /resource_types/processing-lot/lambdas/ChangeDetection/main.py</span><br> </div>","<div><ul><li><span>If an object exists in the pds, and it isn't a change, it is not loaded onto the data-writer queue</span> </li><li>If an object exists in the pds, and it IS a change, it is loaded onto the data-writer queue </li><li><span>If an object does not exist in the pds, it is loaded onto the data-writer queue</span> </li> </ul> </div>","10/2/2025 12:29:13 PM"
"19905","Task","Initial Repo Setup","Closed",,,,"10/2/2025 12:29:13 PM"
"19906","Task","Sample Data Generator","Closed",,,,"10/2/2025 12:29:13 PM"
"19907","Task","Stubbed Change Detection","Closed",,,,"10/2/2025 12:29:13 PM"
"19908","Task","Data Writer","Closed",,,,"10/2/2025 12:29:13 PM"
"19909","User Story","/livestock/carcass/processing-lot - Change Detection & Data Writer","Closed",,"<span>Set up the resource type in the data-processing repository, then create the data-generator, stubbed change detection, and data-writer<br></span><div>Folder will be /resource_types/livestock/carcass/processing-lot<br> </div><div><br> </div><div>Repository:<br> </div><div><a href=""https://github.com/Pure-Farming/moa-platform-data-processing"">https://github.com/Pure-Farming/moa-platform-data-processing</a>&nbsp;<br> </div><div><br> </div><div>Repository Setup:<br> </div><div>Copy an existing resource type (recommend /crop/work_record) and make the following adjustments:<br> </div><div><ul><li>Rename the resource type in the 'README.md' file </li><li>In the 'build/azure-pipelines.yml' file </li><ul><li>Change the folder in the trigger &gt; paths &gt; include section and pr &gt; paths &gt; include section </li><li>Change the project name in the variables section </li><li>Update the rootDirectory and buildDirectory folder paths in the variables section </li><li>Replace 'Resource-Type=xxxx' wherever it appears </li><li>Update the 'RESOURCE_TYPE_PATH' wherever it appears </li><li>In the dev/test deployment sections update the ResourceTypeSafeName, ResourceTypeName, and ResourceTypeModuleName variables </li> </ul><li>In the 'build/deployment-stage-template.yml' file </li><ul><li>Update the ResourceTypeName, ResourceTypeSafeName, and ResourceTypeModuleName variables </li><li>Update the 'resourcetypetag' in the parameters section </li> </ul><li>Clear out the 'lambdas/ChangeDetection/main.py' code </li><li>Clear out the 'lambdas/DataWriter/main.py' code </li><li>Clear out the 'tests/*.py' files </li><li>Clear out any sample files in the 'lambdas/DataGenerator' folder </li><li>In Azure DevOps create the pipeline and make sure it's saved in the pipeline folder </li> </ul> </div><div><br> </div><div>Sample Data Generator:<br> </div><div>Add the resource type to the data generator and into dev, test, and prod<br> </div><div><ul><li>Create a dummy data generator that provides sample data. This allows all the other parts of the processing to be developed and tested. </li><li>Copy the example data file(s) from the moa-platform-documentation repo to the &quot;lambdas/DataGenerator&quot; folder of the resource type you're working on. <br>See an example here: <a href=""https://github.com/Pure-Farming/moa-platform-data-processing/tree/main/resource_types/crop/work_record/lambdas/DataGenerator"">https://github.com/Pure-Farming/moa-platform-data-processing/tree/main/resource_types/crop/work_record/lambdas/DataGenerator</a>&nbsp; </li><li>The lambda function should put an event onto eventbridge. Most of this code is handled for you by the higher-level classes.<br>See the wiki page below about how to run the data generator: </li><li>&nbsp; <a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_wiki/wikis/Pure%20Farming.wiki/686/Sample-Data-Generator"">https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_wiki/wikis/Pure%20Farming.wiki/686/Sample-Data-Generator</a>&nbsp; </li><li>Ensure that the resource type exists in the wiki page: <a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_wiki/wikis/Pure%20Farming.wiki/286/Themes-Resource-Types-and-Data-Sources"">https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_wiki/wikis/Pure%20Farming.wiki/286/Themes-Resource-Types-and-Data-Sources</a>&nbsp; </li><li>In dev + test + prod </li><ul><li>Using the Resource Service swagger - add the resource type </li> </ul><li>In the data-generator (moa-environment-demo repo) </li><ul><li>Add the resource type </li> </ul> </ul> </div><div><br> </div><div>Stubbed Change Detection:<br> </div><div><ul><li>Assume everything is a change, and send messages onto the data writer queue so they can be written. </li><li>Update the lambda function to take in a message from the SQS Queue, call a &quot;detect_change&quot; function (or similar) which returns TRUE, and writes the data into the DataWriter SQS Queue </li> </ul> </div><div><br> </div><div>Data Writer:<br> </div><div>File: /resource_types/livestock/carcass/processing-lot/lambdas/DataWriter/main.py<br> </div><div><ul><li><span>Add SQL statements, methods to upsert data into the primary datastore</span> </li> </ul> </div>","<div> </div><span>Repo Setup:<br></span><div><ul><li>Azure DevOps pipeline exists and runs </li><li>Folder exists in the moa-platform-data-processing repo for the resource type </li><li>Folder contains: build pipelines, lambda code (skeleton), README and tests </li><li>README is updated </li> </ul> </div><div><br> </div><div>Sample Data Generator:<br> </div><div><ul><li>Data-Generator lambda function exists in AWS </li><li>Data-Generator function can be run using parameters (as specified in the Wiki page) </li><li>Data-Generator folder contains sample files with sensible names </li><li>When Data-Generator is invoked an event is loaded onto eventbridge (check printevent logs) </li><li>Resource type added to dev </li><li>Resource type added to test </li><li>Resource type added to prod </li><li>Resource type added to data-generator (moa-environment-demo repo) </li> </ul> </div><div><br> </div><div>Stubbed Change Detection:<br> </div><div><ul><li>When sample data generator is run, the event triggers the change detection function </li><li>The change detection runs without error </li><li>A SQS message is loaded onto the data-writer SQS queue when change detection is run </li> </ul> </div><div><br> </div><div>Data Writer:<br> </div><div><ul><li>When a message is put on the Data-Writer SQS queue, the data-writer lambda function is invoked </li><li>New data is written to the database </li><li><span>Existing data is updated in the database (match on EntityId + DataPointKey)</span> </li> </ul> </div><div><ul><li><span></span> </li> </ul> </div>","10/2/2025 12:29:13 PM"
"20067","User Story","/livestock/carcass/carcass - Streaming Data Pull","Closed",,"<ul><li>Add a known data set of the resource type (eg: work record) - if it doesn't exist already </li><li>Add a handler for fetching changes for this resource type - you may be able to reuse an existing handler from the normal resource type api </li><li>Connect data set and handler </li> </ul><div><i>See PR#144 in moa-platform-output-data-api</i> </div>","<div>URL: data/datasets/{resourcetype}/changes - accepts sinceToken </div><div><br> </div><div>Should return: array of json objects: </div><div><ul><li><span>First item is :{ &quot;id&quot;: &quot;@context&quot;, &quot;description&quot;: &quot;{resourcetype}&quot;}</span> </li><li>Items returned for the resource type based on the schema for that resource type </li><li><span style=""display:inline !important;"">Last item is :{ &quot;id&quot;: &quot;@continuation&quot;, &quot;token&quot;: &quot;.......&quot;}</span> </li> </ul> </div><div><span style=""display:inline !important;"">The token must be a base 64 encoded string</span> </div><div><span style=""display:inline !important;"">The response should look like:</span> </div><pre><code><div><span style=""display:inline !important;"">[</span></div><div><span style=""display:inline !important;"">  // Context to define start of response</span></div><div><span style=""display:inline !important;"">  {</span></div><div><span style=""display:inline !important;"">    &quot;id&quot;: &quot;@context&quot;,</span></div><div><span style=""display:inline !important;"">    &quot;description&quot;: &quot;Holdings&quot;</span></div><div><span style=""display:inline !important;"">  },</span></div><div><span style=""display:inline !important;""><br></span></div><div><span style=""display:inline !important;"">  { ... },</span></div><div><span style=""display:inline !important;"">  { ... },</span></div><div><span style=""display:inline !important;"">  { ... },</span></div><div><span style=""display:inline !important;""><br></span></div><div><span style=""display:inline !important;""><span style=""background-color:rgb(225, 223, 221);display:inline !important;"">&nbsp; // Continuation token to allow for subsequent requests</span><br></span></div><div><span style=""display:inline !important;"">  {</span></div><div><span style=""display:inline !important;"">    &quot;id&quot;: &quot;@continuation&quot;,</span></div><div><span style=""display:inline !important;"">    &quot;token&quot;: &quot;...&quot;</span></div><div><span style=""display:inline !important;"">  }</span></div><div><span style=""display:inline !important;"">]</span></div></code></pre>","10/2/2025 12:29:13 PM"
"20068","User Story","/livestock/carcass/carcass - Streaming Data Push","Closed",,"<ul><li>Add a known data set of the resource type (eg: work record)&nbsp;<span style=""display:inline !important;"">- if it doesn't exist already</span> </li><li>Add a handler for pushing changes for this resource type </li><li>Connect data set and handler </li> </ul><div><i>See PR#144 in moa-platform-output-data-api</i> </div>","<div>Push list of items that match the resource type schema, and MUST be an array: </div><pre><code><div>[</div><div>  { ... },</div><div>  { ... }</div><div>]</div></code></pre><div>Each incoming item MUST be validated against the schema to ensure its compliance. </div><div>If it fails it should be treated as a failed item within the batch that has been provided and processing of any subsequent items should continue </div><div><br> </div><div>Returns array of responses, where it has a successful boolean, index and error message, e.g. </div><pre><code><div>[</div><div>  {</div><div>    &quot;successful&quot;: true,</div><div>    &quot;index&quot;: 0</div><div>  },</div><div>  {</div><div>    &quot;successful&quot;: false,</div><div>    &quot;index&quot;: 1,</div><div>    &quot;error&quot;: &quot;Could not find Holding for: \&quot;uk.gov.rpa.sbi\&quot;:\&quot;1235676\&quot;&quot;</div><div>  }</div><div>]</div><div></div></code></pre><div><br> </div><div><br> </div>","10/2/2025 12:29:13 PM"
"20597","User Story","/livestock/carcass/processing-lot - Streaming Data Pull","Closed",,"<ul><li>Add a known data set of the resource type (eg: work record) - if it doesn't exist already </li><li>Add a handler for fetching changes for this resource type - you may be able to reuse an existing handler from the normal resource type api </li><li>Connect data set and handler </li> </ul><div><i>See PR#144 in moa-platform-output-data-api</i> </div>","<div>URL: data/datasets/{resourcetype}/changes - accepts sinceToken </div><div><br> </div><div>Should return: array of json objects: </div><div><ul><li><span>First item is :{ &quot;id&quot;: &quot;@context&quot;, &quot;description&quot;: &quot;{resourcetype}&quot;}</span> </li><li>Items returned for the resource type based on the schema for that resource type </li><li><span style=""display:inline !important;"">Last item is :{ &quot;id&quot;: &quot;@continuation&quot;, &quot;token&quot;: &quot;.......&quot;}</span> </li> </ul> </div><div><span style=""display:inline !important;"">The token must be a base 64 encoded string</span> </div><div><span style=""display:inline !important;"">The response should look like:</span> </div><pre><code><div><span style=""display:inline !important;"">[</span></div><div><span style=""display:inline !important;"">  // Context to define start of response</span></div><div><span style=""display:inline !important;"">  {</span></div><div><span style=""display:inline !important;"">    &quot;id&quot;: &quot;@context&quot;,</span></div><div><span style=""display:inline !important;"">    &quot;description&quot;: &quot;Holdings&quot;</span></div><div><span style=""display:inline !important;"">  },</span></div><div><span style=""display:inline !important;""><br></span></div><div><span style=""display:inline !important;"">  { ... },</span></div><div><span style=""display:inline !important;"">  { ... },</span></div><div><span style=""display:inline !important;"">  { ... },</span></div><div><span style=""display:inline !important;""><br></span></div><div><span style=""display:inline !important;""><span style=""background-color:rgb(225, 223, 221);display:inline !important;"">&nbsp; // Continuation token to allow for subsequent requests</span><br></span></div><div><span style=""display:inline !important;"">  {</span></div><div><span style=""display:inline !important;"">    &quot;id&quot;: &quot;@continuation&quot;,</span></div><div><span style=""display:inline !important;"">    &quot;token&quot;: &quot;...&quot;</span></div><div><span style=""display:inline !important;"">  }</span></div><div><span style=""display:inline !important;"">]</span></div></code></pre>","10/2/2025 12:29:13 PM"
"20598","User Story","/livestock/carcass/processing-lot - Streaming Data Push","Closed",,"<ul><li>Add a known data set of the resource type (eg: work record)&nbsp;<span style=""display:inline !important;"">- if it doesn't exist already</span> </li><li>Add a handler for pushing changes for this resource type </li><li>Connect data set and handler </li> </ul><div><i>See PR#144 in moa-platform-output-data-api</i> </div>","<div>Push list of items that match the resource type schema, and MUST be an array: </div><pre><code><div>[</div><div>  { ... },</div><div>  { ... }</div><div>]</div></code></pre><div>Each incoming item MUST be validated against the schema to ensure its compliance. </div><div>If it fails it should be treated as a failed item within the batch that has been provided and processing of any subsequent items should continue </div><div><br> </div><div>Returns array of responses, where it has a successful boolean, index and error message, e.g. </div><pre><code><div>[</div><div>  {</div><div>    &quot;successful&quot;: true,</div><div>    &quot;index&quot;: 0</div><div>  },</div><div>  {</div><div>    &quot;successful&quot;: false,</div><div>    &quot;index&quot;: 1,</div><div>    &quot;error&quot;: &quot;Could not find Holding for: \&quot;uk.gov.rpa.sbi\&quot;:\&quot;1235676\&quot;&quot;</div><div>  }</div><div>]</div><div></div></code></pre><div><br> </div><div><br> </div>","10/2/2025 12:29:13 PM"
"21090","User Story","/livestock/carcass/carcass - Testing","Closed",,"<div><ol style=""box-sizing:border-box;padding-left:40px;""><li style=""box-sizing:border-box;"">API roots are correct:<b> Pass</b> </li><li style=""box-sizing:border-box;"">Test the 'happy path' with all permissions set up etc. </li><ol style=""box-sizing:border-box;padding-left:40px;list-style:lower-alpha;""><li style=""box-sizing:border-box;"">Use the data generator lambda: compare sample files (input) matches Output API (output)&nbsp; :<b> Fail </b> </li> </ol><li style=""box-sizing:border-box;"">Negative test cases, e.g. user doesn't have permission<b>:Pass</b> </li><ol style=""box-sizing:border-box;padding-left:40px;list-style:lower-alpha;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;color:rgb(200, 38, 19);"">​This needs to be defined - need a consistent approach across all output APIs. (e.g. ref to OGC resource type acceptance criteraI</span> </li> </ol> </ol><br> </div>",,"10/2/2025 12:29:13 PM"
"21092","User Story","/livestock/carcass/processing-lot - Testing","Closed",,"<div><ol style=""box-sizing:border-box;padding-left:40px;""><li style=""box-sizing:border-box;"">API roots are correct:<b> Pass</b> </li><li style=""box-sizing:border-box;"">Test the 'happy path' with all permissions set up etc. </li><ol style=""box-sizing:border-box;padding-left:40px;list-style:lower-alpha;""><li style=""box-sizing:border-box;"">Use the data generator lambda: compare sample files (input) matches Output API (output)&nbsp; :<b> Fail </b> </li> </ol><li style=""box-sizing:border-box;"">Negative test cases, e.g. user doesn't have permission<b>:Pass</b> </li><ol style=""box-sizing:border-box;padding-left:40px;list-style:lower-alpha;""><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;color:rgb(200, 38, 19);"">​This needs to be defined - need a consistent approach across all output APIs. (e.g. ref to OGC resource type acceptance criteraI</span> </li> </ol> </ol><br> </div>",,"10/2/2025 12:29:13 PM"
"17008","Feature","Fonterra Data Connector","Closed",,,,"10/2/2025 12:31:07 PM"
"17721","User Story","Fonterra Data Connector: Set up Theme, Resource Types and Data Connector in Dev & Test","Closed",,,,"10/2/2025 12:31:07 PM"
"17724","Task","Set up ""Milk Collection"" Theme in Dev & Test for Fonterra Data Connector","Closed",,"<div>Name is placeholder for now, to be confirmed before setting up in Demo and Prod. </div>",,"10/2/2025 12:31:07 PM"
